,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,satis_2,length,numdat_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2
4489,296,3.0,0,5,2,12,14,12,12.0,13,10,317.0,1,0.14,1,30.0,2.0,50.0,0.0,20.0,20.0,0.0,10.0,1,5.0,10.0,9.0,9.0,9.0,6.0,7.0,7.0,2.0,28.0,Education Policy,9.0,2.0,10.0,10.0,New York,"11,365",1.0,4.0,2.0,Education Policy Analyst,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,3.0,15.0,20.0,35.0,15.0,5.0,10.0,50.0,0.0,5.0,25.0,0.0,20.0,50.0,0.0,10.0,30.0,0.0,10.0,8.0,9.0,6.0,10.0,9.0,1,8.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,0.0,4.0,6.0,3.0,2.0,20.0,25.0,35.0,5.0,5.0,10.0,35.0,5.0,10.0,20.0,15.0,15.0,35.0,5.0,10.0,20.0,15.0,15.0,8.0,9.0,10.0,7.0,9.0
4491,296,3.0,0,5,2,12,14,12,12.0,2,12,319.0,1,-0.17,1,26.0,2.0,20.0,25.0,20.0,10.0,5.0,20.0,1,6.0,9.0,7.0,6.0,6.0,8.0,8.0,7.0,2.0,28.0,Education Policy,9.0,2.0,10.0,10.0,New York,"11,365",1.0,4.0,2.0,Education Policy Analyst,2.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0,3.0,15.0,20.0,35.0,15.0,5.0,10.0,50.0,0.0,5.0,25.0,0.0,20.0,50.0,0.0,10.0,30.0,0.0,10.0,8.0,9.0,6.0,10.0,9.0,1,7.0,9.0,9.0,6.0,5.0,5.0,6.0,8.0,0.0,4.0,6.0,3.0,2.0,20.0,25.0,35.0,5.0,5.0,10.0,35.0,5.0,10.0,20.0,15.0,15.0,35.0,5.0,10.0,20.0,15.0,15.0,8.0,9.0,10.0,7.0,9.0
4494,297,4.0,0,7,2,12,14,11,11.0,11,1,308.0,1,0.38,0,27.0,4.0,17.0,19.0,18.0,17.0,11.0,18.0,1,8.0,9.0,8.0,8.0,6.0,7.0,9.0,4.0,2.0,21.0,Education- Literacy Specialist,9.0,2.0,9.0,8.0,Texas,"77,401",2.0,2.0,1.0,Literacy Organization head/ Director of Development for non-profit,2.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,7.0,25.0,25.0,15.0,15.0,10.0,10.0,40.0,10.0,10.0,15.0,10.0,15.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,9.0,8.0,9.0,1,5.0,10.0,8.0,7.0,8.0,8.0,6.0,8.0,0.0,9.0,2.0,3.0,3.0,30.0,30.0,15.0,15.0,15.0,15.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0
4502,297,4.0,0,7,2,12,14,11,11.0,8,9,316.0,1,0.19,1,25.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,1,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,2.0,21.0,Education- Literacy Specialist,9.0,2.0,9.0,8.0,Texas,"77,401",2.0,2.0,1.0,Literacy Organization head/ Director of Development for non-profit,2.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,7.0,25.0,25.0,15.0,15.0,10.0,10.0,40.0,10.0,10.0,15.0,10.0,15.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,9.0,8.0,9.0,1,7.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,0.0,9.0,2.0,3.0,3.0,30.0,30.0,15.0,15.0,15.0,15.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0
4505,297,4.0,0,7,2,12,14,11,11.0,1,12,319.0,1,-0.36,1,26.0,2.0,20.0,25.0,20.0,10.0,5.0,20.0,1,9.0,9.0,7.0,8.0,9.0,8.0,9.0,9.0,2.0,21.0,Education- Literacy Specialist,9.0,2.0,9.0,8.0,Texas,"77,401",2.0,2.0,1.0,Literacy Organization head/ Director of Development for non-profit,2.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0,7.0,25.0,25.0,15.0,15.0,10.0,10.0,40.0,10.0,10.0,15.0,10.0,15.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,9.0,8.0,9.0,1,3.0,10.0,10.0,8.0,9.0,10.0,7.0,10.0,0.0,9.0,2.0,3.0,3.0,30.0,30.0,15.0,15.0,15.0,15.0,40.0,10.0,10.0,20.0,10.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,8.0,10.0,9.0,8.0,9.0
4530,299,6.0,0,11,2,12,14,4,4.0,1,9,316.0,1,0.59,0,25.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,1,5.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0,2.0,24.0,Social Work,11.0,4.0,1.0,1.0,Maryland,"21,015",2.0,6.0,2.0,Program development / policy work,2.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0,5.0,10.0,40.0,10.0,20.0,10.0,10.0,10.0,10.0,30.0,10.0,10.0,30.0,40.0,10.0,10.0,10.0,10.0,20.0,6.0,9.0,9.0,8.0,9.0,1,10.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,0.0,2.0,6.0,1.0,3.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,20.0,10.0,15.0,6.0,8.0,7.0,8.0,8.0
4544,300,7.0,0,13,2,12,14,7,7.0,4,9,316.0,1,0.52,1,25.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,1,6.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,2.0,35.0,Anthropology/Education,3.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,6.0,2.0,Researcher,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,9.0,15.0,20.0,25.0,15.0,15.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,9.0,10.0,1,8.0,9.0,9.0,10.0,7.0,10.0,9.0,9.0,0.0,6.0,9.0,1.0,2.0,15.0,15.0,25.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,30.0,15.0,10.0,15.0,15.0,15.0,9.0,9.0,9.0,9.0,9.0
4547,300,7.0,0,13,2,12,14,7,7.0,11,12,319.0,1,-0.03,1,26.0,2.0,20.0,25.0,20.0,10.0,5.0,20.0,1,6.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,2.0,35.0,Anthropology/Education,3.0,2.0,1.0,1.0,"Buffalo, NY","14,043",2.0,6.0,2.0,Researcher,2.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0,9.0,15.0,20.0,25.0,15.0,15.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,9.0,10.0,1,8.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,0.0,6.0,9.0,1.0,2.0,15.0,15.0,25.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,30.0,15.0,10.0,15.0,15.0,15.0,9.0,9.0,9.0,9.0,9.0
4551,301,8.0,0,15,2,12,14,3,3.0,6,2,309.0,1,0.65,1,32.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,1,8.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,2.0,34.0,bilingual education,9.0,2.0,3.0,8.0,"Washington, DC","8,540",2.0,4.0,1.0,professor of education,2.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,40.0,5.0,20.0,20.0,10.0,5.0,9.0,9.0,8.0,9.0,8.0,1,6.0,7.0,10.0,5.0,10.0,6.0,6.0,5.0,0.0,4.0,8.0,3.0,3.0,17.0,15.0,18.0,25.0,10.0,15.0,25.0,15.0,10.0,20.0,10.0,20.0,25.0,15.0,10.0,20.0,10.0,20.0,8.0,8.0,8.0,8.0,8.0
4583,303,11.0,0,20,2,12,14,2,2.0,9,6,313.0,1,0.19,1,27.0,2.0,19.0,13.0,18.0,18.0,10.0,22.0,1,7.0,7.0,9.0,8.0,9.0,6.0,9.0,6.0,2.0,33.0,Education,9.0,2.0,2.0,1.0,"Brooklyn, NY","27,701",4.0,5.0,1.0,Educator,2.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0,6.0,20.0,25.0,25.0,10.0,15.0,5.0,25.0,15.0,20.0,20.0,15.0,5.0,40.0,10.0,15.0,25.0,5.0,5.0,8.0,10.0,9.0,8.0,6.0,1,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,1.0,6.0,1.0,1.0,40.0,15.0,15.0,15.0,10.0,5.0,30.0,10.0,10.0,20.0,10.0,20.0,50.0,10.0,10.0,15.0,5.0,10.0,8.0,10.0,8.0,8.0,7.0
4601,304,12.0,0,22,2,12,14,8,8.0,9,10,317.0,1,0.61,1,30.0,2.0,50.0,0.0,20.0,20.0,0.0,10.0,1,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,2.0,28.0,Speech Pathology,3.0,2.0,1.0,10.0,NYC-6 yrs. Grew up in Nebraska,"68,124",1.0,7.0,2.0,Speech Pathologist,12.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,5.0,20.0,25.0,25.0,15.0,10.0,15.0,10.0,10.0,15.0,25.0,25.0,25.0,15.0,20.0,25.0,5.0,10.0,6.0,10.0,10.0,8.0,8.0,1,7.0,7.0,8.0,10.0,7.0,8.0,9.0,5.0,0.0,1.0,5.0,3.0,3.0,10.0,20.0,20.0,20.0,10.0,10.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,15.0,15.0,20.0,15.0,15.0,7.0,10.0,7.0,10.0,9.0
4643,307,15.0,0,28,2,12,14,10,10.0,11,10,317.0,1,0.31,0,30.0,2.0,50.0,0.0,20.0,20.0,0.0,10.0,1,7.0,7.0,7.0,6.0,8.0,9.0,7.0,7.0,2.0,27.0,Elementary Education,9.0,4.0,1.0,3.0,Virginia,"22,003",5.0,7.0,2.0,Teacher,2.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,15.0,20.0,20.0,15.0,20.0,10.0,30.0,10.0,20.0,20.0,10.0,10.0,5.0,8.0,7.0,8.0,8.0,1,7.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,0.0,2.0,7.0,3.0,3.0,10.0,20.0,20.0,15.0,20.0,15.0,15.0,20.0,20.0,13.0,17.0,15.0,20.0,20.0,17.0,15.0,13.0,15.0,6.0,8.0,8.0,7.0,7.0
4651,308,1.0,1,2,2,12,14,11,11.0,11,4,297.0,1,0.38,0,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,1,5.0,10.0,8.0,7.0,8.0,8.0,6.0,8.0,2.0,27.0,Cognitive Studies in Education,9.0,4.0,7.0,3.0,"Cambridge, Massachusetts","11,137",1.0,7.0,2.0,Academia; Research; Teaching,2.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0,7.0,17.0,19.0,18.0,17.0,11.0,18.0,19.0,17.0,18.0,19.0,11.0,16.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,10.0,8.0,8.0,7.0,1,8.0,9.0,8.0,8.0,6.0,7.0,9.0,4.0,0.0,2.0,8.0,1.0,1.0,17.0,20.0,18.0,17.0,11.0,17.0,19.0,17.0,18.0,19.0,11.0,16.0,21.0,17.0,16.0,18.0,14.0,14.0,5.0,10.0,9.0,8.0,5.0
4669,309,2.0,1,4,2,12,14,3,3.0,6,8,301.0,1,0.65,1,34.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,7.0,10.0,5.0,10.0,6.0,6.0,5.0,2.0,32.0,education,9.0,2.0,5.0,9.0,NYC,"10,463",3.0,3.0,2.0,curriculum developer,2.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,25.0,10.0,10.0,30.0,10.0,15.0,25.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0,1,8.0,10.0,10.0,8.0,10.0,7.0,8.0,8.0,0.0,5.0,7.0,1.0,3.0,30.0,10.0,20.0,20.0,5.0,15.0,30.0,10.0,10.0,20.0,20.0,10.0,30.0,10.0,10.0,20.0,20.0,10.0,6.0,10.0,10.0,7.0,6.0
4727,313,6.0,1,12,2,12,14,2,2.0,9,11,303.0,1,0.19,1,33.0,2.0,20.0,25.0,25.0,10.0,15.0,5.0,1,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,27.0,Business,8.0,2.0,2.0,3.0,Boston,"1,173",1.0,4.0,1.0,Music Industry,6.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,25.0,10.0,15.0,20.0,15.0,15.0,20.0,15.0,15.0,15.0,25.0,10.0,7.0,8.0,8.0,8.0,6.0,1,7.0,7.0,9.0,8.0,9.0,6.0,9.0,6.0,0.0,2.0,6.0,3.0,3.0,25.0,15.0,20.0,20.0,5.0,15.0,25.0,10.0,15.0,20.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,7.0,7.0,8.0,8.0,4.0
4760,316,9.0,1,17,2,12,14,6,6.0,3,1,294.0,1,0.2,0,30.0,4.0,20.0,20.0,35.0,5.0,10.0,10.0,1,8.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,2.0,25.0,Business,8.0,2.0,3.0,3.0,Philadelphia,"10,019",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,1,7.0,8.0,9.0,8.0,7.0,6.0,7.0,6.0,0.0,4.0,5.0,1.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0
4762,316,9.0,1,17,2,12,14,12,12.0,9,3,296.0,1,0.24,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,1,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,2.0,25.0,Business,8.0,2.0,3.0,3.0,Philadelphia,"10,019",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,1,6.0,8.0,8.0,8.0,7.0,5.0,6.0,6.0,0.0,4.0,5.0,1.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0
4763,316,9.0,1,17,2,12,14,11,11.0,8,4,297.0,1,0.19,1,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,1,7.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,2.0,25.0,Business,8.0,2.0,3.0,3.0,Philadelphia,"10,019",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,1,7.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,0.0,4.0,5.0,1.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0
4765,316,9.0,1,17,2,12,14,4,4.0,1,6,299.0,1,0.59,0,24.0,4.0,10.0,40.0,10.0,20.0,10.0,10.0,1,10.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,2.0,25.0,Business,8.0,2.0,3.0,3.0,Philadelphia,"10,019",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,1,5.0,8.0,7.0,8.0,5.0,5.0,7.0,7.0,0.0,4.0,5.0,1.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0
4766,316,9.0,1,17,2,12,14,7,7.0,4,7,300.0,1,0.52,1,35.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,1,8.0,9.0,9.0,10.0,7.0,10.0,9.0,9.0,2.0,25.0,Business,8.0,2.0,3.0,3.0,Philadelphia,"10,019",2.0,4.0,1.0,Investment banking,7.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0,5.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,7.0,8.0,9.0,1,6.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,0.0,4.0,5.0,1.0,2.0,25.0,20.0,15.0,25.0,10.0,5.0,30.0,10.0,15.0,30.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,7.0,8.0,9.0,7.0,9.0
4776,317,10.0,1,19,2,12,14,12,12.0,13,3,296.0,1,0.14,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,1,8.0,10.0,8.0,9.0,8.0,8.0,8.0,7.0,2.0,30.0,MBA,8.0,2.0,1.0,1.0,Italy,"80,131",1.0,4.0,1.0,International Development banker,7.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,50.0,0.0,20.0,20.0,0.0,10.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,30.0,30.0,0.0,20.0,7.0,3.0,8.0,8.0,5.0,1,5.0,10.0,9.0,9.0,9.0,6.0,7.0,7.0,0.0,5.0,5.0,1.0,3.0,40.0,0.0,20.0,20.0,0.0,20.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,7.0,4.0,8.0,8.0,7.0
4784,317,10.0,1,19,2,12,14,8,8.0,9,12,304.0,1,0.61,1,28.0,2.0,5.0,20.0,25.0,25.0,15.0,10.0,1,7.0,7.0,8.0,10.0,7.0,8.0,9.0,5.0,2.0,30.0,MBA,8.0,2.0,1.0,1.0,Italy,"80,131",1.0,4.0,1.0,International Development banker,7.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,50.0,0.0,20.0,20.0,0.0,10.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,30.0,30.0,0.0,20.0,7.0,3.0,8.0,8.0,5.0,1,8.0,6.0,8.0,8.0,8.0,7.0,8.0,6.0,0.0,5.0,5.0,1.0,3.0,40.0,0.0,20.0,20.0,0.0,20.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,7.0,4.0,8.0,8.0,7.0
4787,317,10.0,1,19,2,12,14,10,10.0,11,15,307.0,1,0.31,0,27.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,1,7.0,6.0,7.0,8.0,5.0,7.0,7.0,6.0,2.0,30.0,MBA,8.0,2.0,1.0,1.0,Italy,"80,131",1.0,4.0,1.0,International Development banker,7.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0,7.0,50.0,0.0,20.0,20.0,0.0,10.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,30.0,30.0,0.0,20.0,7.0,3.0,8.0,8.0,5.0,1,7.0,7.0,7.0,6.0,8.0,9.0,7.0,7.0,0.0,5.0,5.0,1.0,3.0,40.0,0.0,20.0,20.0,0.0,20.0,40.0,0.0,20.0,20.0,0.0,20.0,20.0,10.0,20.0,20.0,10.0,20.0,7.0,4.0,8.0,8.0,7.0
4804,319,12.0,1,23,2,12,14,12,12.0,2,3,296.0,1,-0.17,1,28.0,2.0,15.0,20.0,35.0,15.0,5.0,10.0,1,7.0,9.0,9.0,6.0,5.0,5.0,6.0,8.0,2.0,26.0,Curriculum and Teaching/Giftedness,9.0,2.0,2.0,4.0,New Jersey,"7,624",6.0,7.0,2.0,I am a teacher.,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,7.0,20.0,25.0,20.0,10.0,5.0,20.0,25.0,5.0,10.0,15.0,15.0,30.0,35.0,5.0,5.0,15.0,30.0,10.0,5.0,10.0,6.0,9.0,3.0,1,6.0,9.0,7.0,6.0,6.0,8.0,8.0,7.0,0.0,2.0,10.0,1.0,3.0,30.0,20.0,15.0,20.0,5.0,10.0,40.0,10.0,5.0,25.0,15.0,5.0,30.0,10.0,5.0,25.0,20.0,10.0,6.0,8.0,9.0,10.0,6.0
4805,319,12.0,1,23,2,12,14,11,11.0,1,4,297.0,1,-0.36,1,21.0,2.0,25.0,25.0,15.0,15.0,10.0,10.0,1,3.0,10.0,10.0,8.0,9.0,10.0,7.0,10.0,2.0,26.0,Curriculum and Teaching/Giftedness,9.0,2.0,2.0,4.0,New Jersey,"7,624",6.0,7.0,2.0,I am a teacher.,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,7.0,20.0,25.0,20.0,10.0,5.0,20.0,25.0,5.0,10.0,15.0,15.0,30.0,35.0,5.0,5.0,15.0,30.0,10.0,5.0,10.0,6.0,9.0,3.0,1,9.0,9.0,7.0,8.0,9.0,8.0,9.0,9.0,0.0,2.0,10.0,1.0,3.0,30.0,20.0,15.0,20.0,5.0,10.0,40.0,10.0,5.0,25.0,15.0,5.0,30.0,10.0,5.0,25.0,20.0,10.0,6.0,8.0,9.0,10.0,6.0
4808,319,12.0,1,23,2,12,14,7,7.0,11,7,300.0,1,-0.03,1,35.0,2.0,15.0,20.0,25.0,15.0,15.0,10.0,1,8.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,2.0,26.0,Curriculum and Teaching/Giftedness,9.0,2.0,2.0,4.0,New Jersey,"7,624",6.0,7.0,2.0,I am a teacher.,2.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,2.0,10.0,9.0,2.0,3.0,7.0,20.0,25.0,20.0,10.0,5.0,20.0,25.0,5.0,10.0,15.0,15.0,30.0,35.0,5.0,5.0,15.0,30.0,10.0,5.0,10.0,6.0,9.0,3.0,1,6.0,8.0,9.0,8.0,9.0,8.0,7.0,7.0,0.0,2.0,10.0,1.0,3.0,30.0,20.0,15.0,20.0,5.0,10.0,40.0,10.0,5.0,25.0,15.0,5.0,30.0,10.0,5.0,25.0,20.0,10.0,6.0,8.0,9.0,10.0,6.0
5029,341,1.0,0,1,2,14,18,5,5.0,12,6,366.0,1,0.55,0,27.0,2.0,14.0,18.0,17.0,16.0,15.0,20.0,1,9.0,8.0,8.0,8.0,7.0,9.0,9.0,8.0,2.0,23.0,Political Science,13.0,4.0,3.0,10.0,New Jersey,"8,816",1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,1,8.0,8.0,10.0,8.0,10.0,10.0,8.0,8.0,0.0,10.0,6.0,3.0,2.0,30.0,20.0,10.0,10.0,20.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,7.0,8.0,8.0
